anon_record_id,anon_instance_id,routing_group,training_phase,source_subset
REC-1D1157684C572C62,TRN-3C0C4991F9EEDF67,C,stratified_balanced_rl,initial_rl
REC-1D152A95BBE85F01,TRN-E63E3D4AAE50CA51,A,stratified_balanced_rl,initial_rl
REC-1D21AC82F25F97C9,TRN-F1FD519947E3FA33,C,stratified_balanced_rl,initial_rl
REC-1D457106AF690A3D,TRN-7B58EBB0613736A7,B,stratified_balanced_rl,initial_rl
REC-1D581C50ABF2618D,TRN-3DF4DABEF63BF33C,A,stratified_balanced_rl,initial_rl
REC-1D85D6A68CE24E28,TRN-E1495BC6D4551298,A,stratified_balanced_rl,initial_rl
REC-1D95C1D50BD0152E,TRN-00B8098A9CE4AEE9,B,stratified_balanced_rl,initial_rl
REC-1D96D6E988DE9500,TRN-5BF17F083743163D,B,stratified_balanced_rl,initial_rl
REC-1E4348A1ED41A18E,TRN-1ABAA35A312CFC97,C,stratified_balanced_rl,initial_rl
REC-1E74D952EB60A247,TRN-A9BFEDDAE868285E,B,stratified_balanced_rl,initial_rl
REC-1EBB8AEC6FB88A4C,TRN-1AC981DD6E28E1BC,A,stratified_balanced_rl,initial_rl
REC-1EC8D53A0508BEA3,TRN-007FF158D422FD8D,C,stratified_balanced_rl,initial_rl
REC-1ED021467450EE05,TRN-90FA588A8DDD8E76,A,stratified_balanced_rl,initial_rl
REC-1EF3214F2E4CB4BD,TRN-82CAFFC37D65A214,B,stratified_balanced_rl,initial_rl
REC-1EF8FB08DAD75D2F,TRN-5CB6D61104F1DA6D,A,stratified_balanced_rl,initial_rl
REC-1EFD392D629FB90C,TRN-1B0D1DA8E42416E2,B,stratified_balanced_rl,initial_rl
REC-1F162D57A0D846BF,TRN-9FE3DA9BCDA63D8A,C,stratified_balanced_rl,initial_rl
REC-1F23BB974928A87E,TRN-555CE53D09CE9C76,A,stratified_balanced_rl,initial_rl
REC-1F5BB543562354CE,TRN-36221B7BEC9C2C34,A,stratified_balanced_rl,initial_rl
REC-1F688E4910A39862,TRN-C7AB22B27DAA4DA9,A,stratified_balanced_rl,initial_rl
REC-201D951909E98947,TRN-2286B985DE0F1547,A,stratified_balanced_rl,initial_rl
REC-2021A426026BDE23,TRN-CB630BE84CD67CD0,B,stratified_balanced_rl,initial_rl
REC-20335496DEA39D68,TRN-724EA6045F79CD9B,A,stratified_balanced_rl,initial_rl
REC-2051ABAF05D079F6,TRN-93B9AD6CD890346D,A,stratified_balanced_rl,initial_rl
REC-20695065A470FF61,TRN-7010340C179CAF7D,A,stratified_balanced_rl,initial_rl
REC-20DD6909A0CB2D5C,TRN-1B3DCEA8E6663E44,A,stratified_balanced_rl,initial_rl
REC-2112F91894FF322B,TRN-5A28B15AAF8D50A8,C,stratified_balanced_rl,initial_rl
REC-2142602CC6FCA685,TRN-4E3E2CDCEFEE357C,A,stratified_balanced_rl,initial_rl
REC-21721BBCAAAC3A3A,TRN-D2B3C2A69C243B7D,C,stratified_balanced_rl,initial_rl
REC-21AD6B14FAB1E289,TRN-2A4B95A0BF5A12F7,C,stratified_balanced_rl,initial_rl
REC-21B4BD0E2FCF4E54,TRN-C1D1C8987D7AEDC7,C,stratified_balanced_rl,initial_rl
REC-21ECCFDFE85F7B65,TRN-5978963EB3ABD45D,B,stratified_balanced_rl,initial_rl
REC-2257260434BF2FB6,TRN-9F29533D73EE53B0,B,stratified_balanced_rl,initial_rl
REC-2281F7080F6259B3,TRN-2CC503BBD7B96FD6,A,stratified_balanced_rl,initial_rl
REC-229859B24877C032,TRN-5B1F8AA40990EE16,A,stratified_balanced_rl,initial_rl
REC-22BFFE0E53C485F7,TRN-EF9F937BC86230AD,A,stratified_balanced_rl,initial_rl
REC-23491B764AA9B401,TRN-6D5BFA5426CD0B38,B,stratified_balanced_rl,initial_rl
REC-2349D6A1AA41AFE2,TRN-B2CAD1D3F892FD3C,A,stratified_balanced_rl,initial_rl
REC-238231EED553C1B1,TRN-48A0399C58DC7951,A,stratified_balanced_rl,initial_rl
REC-238BE62A100A2A1E,TRN-E3E62973CC004D4F,B,stratified_balanced_rl,initial_rl
REC-23FC6116677C9A05,TRN-5B49A5E856A003FA,B,stratified_balanced_rl,initial_rl
REC-24494DA1C1E54CFA,TRN-1391D7404BAE3934,B,stratified_balanced_rl,initial_rl
REC-2470216517E3CF0A,TRN-A3E6D6670C34D921,B,stratified_balanced_rl,initial_rl
REC-24C31A763390A186,TRN-B52859AA92B16B65,A,stratified_balanced_rl,initial_rl
REC-24D683BFA5A11B68,TRN-4FC474A5C59E5273,B,stratified_balanced_rl,initial_rl
REC-256D815ACC208141,TRN-5399E41EF3BF4DF2,A,stratified_balanced_rl,initial_rl
REC-2596D787EE19E046,TRN-7A79619B5190D57C,C,stratified_balanced_rl,initial_rl
REC-25AF7C7A1D69CF26,TRN-5DDAADD0B7C2C8D5,A,stratified_balanced_rl,initial_rl
REC-25B3A6F24DA72060,TRN-CC9A2D378D6A85E2,A,stratified_balanced_rl,initial_rl
REC-25E8DAAA37DAC617,TRN-B3DE7C8968B7BE51,B,stratified_balanced_rl,initial_rl
REC-261C107596E6C6B3,TRN-687A3CD29B63683E,A,stratified_balanced_rl,initial_rl
REC-262C4BD57235E815,TRN-1E48B1DE996A67BB,B,stratified_balanced_rl,initial_rl
REC-2639916F5DD4615A,TRN-A4E8A9408B3FFBEC,C,stratified_balanced_rl,initial_rl
REC-267673E98EBAA640,TRN-C098E0B0F4327ADE,C,stratified_balanced_rl,initial_rl
REC-268091D80DD726F4,TRN-DEF0DA5DA9F98956,B,stratified_balanced_rl,initial_rl
REC-26A563C66FC33A5E,TRN-C23C76E9E8BD4010,C,stratified_balanced_rl,initial_rl
REC-26B8DCB8E6755146,TRN-9899AF6FAD4DC891,B,stratified_balanced_rl,initial_rl
REC-26F8ACBE444A92F4,TRN-B468984B027C0F4F,C,stratified_balanced_rl,initial_rl
REC-273299286E7F85B9,TRN-7A22BEFB83E71732,B,stratified_balanced_rl,initial_rl
REC-279860D6091E569C,TRN-827206087B28B12D,A,stratified_balanced_rl,initial_rl
REC-27C9076B5482EB53,TRN-976EC5F544D3CBA1,C,stratified_balanced_rl,initial_rl
REC-27E2B8B14D61A438,TRN-E3C979505FB7F6F3,A,stratified_balanced_rl,initial_rl
REC-2816C45325F783AE,TRN-E709BEB7F9BE0AEC,B,stratified_balanced_rl,initial_rl
REC-286E61691947D0E8,TRN-3A84A15C4714103B,B,stratified_balanced_rl,initial_rl
REC-287464846BA550AB,TRN-25114C633BEB93D5,A,stratified_balanced_rl,initial_rl
REC-287B167776272F2D,TRN-9F6E6E3C417FD114,C,stratified_balanced_rl,initial_rl
REC-28C0E1D393A43BBB,TRN-67F6A0120FDD1564,A,stratified_balanced_rl,initial_rl
REC-28D07247BFB942F8,TRN-46B3798B1CF7CC1C,C,stratified_balanced_rl,initial_rl
REC-28F390BC34531582,TRN-D4AE99F067D8F07E,A,stratified_balanced_rl,initial_rl
REC-28FEAAAE8A5F26D5,TRN-7CC9CC2CAC7ACC9D,B,stratified_balanced_rl,initial_rl
REC-29301E421F698A8F,TRN-86DD03C3FF6946C2,C,stratified_balanced_rl,initial_rl
REC-29A35E5FBDE5D95C,TRN-ED545CD8ED5A9BB3,A,stratified_balanced_rl,initial_rl
REC-29D714DD963AF7B9,TRN-F900F3F35268D70A,A,stratified_balanced_rl,initial_rl
REC-29FCC1431B583948,TRN-CEB0F66CC9EA5948,A,stratified_balanced_rl,initial_rl
REC-2A4F70F7C39CD215,TRN-AA818A55A0A61C0A,A,stratified_balanced_rl,initial_rl
REC-2A5580B2FFFC0F66,TRN-35EEB80E4314EDD2,B,stratified_balanced_rl,initial_rl
REC-2A5A99CAB5AD012E,TRN-4ABE6D271D5B454E,B,stratified_balanced_rl,initial_rl
REC-2A64396CB3104E34,TRN-79784431F02D9ECC,C,stratified_balanced_rl,initial_rl
REC-2A66ABEBF08A602B,TRN-EAEC85A136EA13FF,C,stratified_balanced_rl,initial_rl
REC-2A85FEF962CFFFC8,TRN-3152676F820705F1,C,stratified_balanced_rl,initial_rl
REC-2A8816712B60B6F7,TRN-DCC30C7598C4210C,C,stratified_balanced_rl,initial_rl
REC-2ADDF9C282A21AF5,TRN-AD07872ED17B9F97,A,stratified_balanced_rl,initial_rl
REC-2B1FA369DDB3132A,TRN-3E90001672DBA6ED,C,stratified_balanced_rl,initial_rl
REC-2B207283ECA273A4,TRN-24726D7B2F26F253,A,stratified_balanced_rl,initial_rl
REC-2B3DA9F855C51039,TRN-746D65631FE72C06,C,stratified_balanced_rl,initial_rl
REC-2B9AB3BB44104B85,TRN-33E983B672DCD72B,A,stratified_balanced_rl,initial_rl
REC-2BBB1503B4E8528B,TRN-495F999080DBB85D,B,stratified_balanced_rl,initial_rl
REC-2C0D0D44353E8C37,TRN-2A1A5B00DAE56878,B,stratified_balanced_rl,initial_rl
REC-2C153D1425CA8E94,TRN-13F5B14AFE4378D9,C,stratified_balanced_rl,initial_rl
REC-2C1CA563B0E64973,TRN-549881F46D3BECED,C,stratified_balanced_rl,initial_rl
REC-2C2F5A06708EE33F,TRN-FEBB480E052D6982,A,stratified_balanced_rl,initial_rl
REC-2C39B4E77DA3CB36,TRN-C9C8CD1049454F96,B,stratified_balanced_rl,initial_rl
REC-2C837EC3963F433C,TRN-AA545C296D3E058F,A,stratified_balanced_rl,initial_rl
REC-2D2ABA4C962F8A81,TRN-F5DC8AB11AA6CA83,C,stratified_balanced_rl,initial_rl
REC-2D4D283B82C33BE1,TRN-CBD60CF88370E75E,C,stratified_balanced_rl,initial_rl
REC-2DD11F0DB154132B,TRN-62A8B2393EBE5D1C,B,stratified_balanced_rl,initial_rl
REC-2DD6B26D99512182,TRN-DECF8EB42319431E,B,stratified_balanced_rl,initial_rl
REC-2E13BC73F750F87B,TRN-D40866EECA870DF7,A,stratified_balanced_rl,initial_rl
REC-2E30E9738A40B330,TRN-B829965633CEA38A,B,stratified_balanced_rl,initial_rl
REC-2E641F00576C3758,TRN-A1DF22DCF90E6486,B,stratified_balanced_rl,initial_rl
REC-2E995C8F8E74602F,TRN-350828417A66BADA,C,stratified_balanced_rl,initial_rl
REC-2ED394FD21940DC0,TRN-F449318A8B257EBF,B,stratified_balanced_rl,initial_rl
REC-2EDEF77BC5545C60,TRN-968153092A21D6BD,B,stratified_balanced_rl,initial_rl
REC-2EDFBFD90BE2B761,TRN-C454E3F3E6172B50,B,stratified_balanced_rl,initial_rl
REC-2F1D606ACDA1CA1B,TRN-DC90475814E043E8,A,stratified_balanced_rl,initial_rl
REC-2F2F8D70E7037F6F,TRN-ED57DEB00D329DBD,C,stratified_balanced_rl,initial_rl
REC-2F323474FD0A1E10,TRN-67B48930DEC4743D,B,stratified_balanced_rl,initial_rl
REC-2F4F4CEFFD5449CD,TRN-A79476B517C3CF44,C,stratified_balanced_rl,initial_rl
REC-3038D93CAE312D14,TRN-C8506A8419A46E8A,B,stratified_balanced_rl,initial_rl
REC-30403B9F6D0F9A1A,TRN-6F82872946752423,C,stratified_balanced_rl,initial_rl
