anon_record_id,anon_instance_id,routing_group,training_phase,source_subset,record_occurrence
REC-01CF481643F2AB9D,TRN-ECF05928BD313598,U,pooled_joint_rl,rest_3954,1
REC-01DDBF0E54728350,TRN-1DD6D6941AFEA89F,C,pooled_joint_rl,initial_rl,1
REC-01F82BE53552C0BE,TRN-4D15CCD9B7820335,U,pooled_joint_rl,rest_3954,1
REC-020D3A78F42BDC0F,TRN-5B538FF446116FDD,U,pooled_joint_rl,rest_3954,1
REC-020D711C47221EBB,TRN-952FE7BBBABF9BF1,C,pooled_joint_rl,initial_rl,1
REC-0215B1E0754A7C0E,TRN-DD97A9DE98F93354,U,pooled_joint_rl,rest_3954,1
REC-0219C3AF95227EF2,TRN-8B1B884E74413C71,U,pooled_joint_rl,rest_3954,1
REC-021CF09858290EF9,TRN-25E03A6A8D30C3F0,B,pooled_joint_rl,initial_rl,1
REC-022CF828D3249EA1,TRN-20AD8C3F40C6D4B5,C,pooled_joint_rl,initial_rl,1
REC-023FAD45FD39A25E,TRN-209A3489BA40157A,U,pooled_joint_rl,rest_3954,1
REC-024964B977169B77,TRN-41118EFF99D4B189,C,pooled_joint_rl,initial_rl,1
REC-0252767E4B707DE2,TRN-42B4B187E5BE19BA,B,pooled_joint_rl,initial_rl,1
REC-0255BFC6EDE5683D,TRN-8E57C04264FDAC46,U,pooled_joint_rl,rest_3954,1
REC-025B18B98539E67C,TRN-55947DBA66852C1E,A,pooled_joint_rl,initial_rl,1
REC-025EA40CA140BBD7,TRN-47DB03903303FB54,C,pooled_joint_rl,initial_rl,1
REC-027391E45F083599,TRN-4FD7ADB14E81EF92,U,pooled_joint_rl,rest_3954,1
REC-027ED0F847AAC32A,TRN-A10B380BFDBB09CF,C,pooled_joint_rl,initial_rl,1
REC-028C2E853337532C,TRN-EEA55BC5790C36F2,A,pooled_joint_rl,initial_rl,1
REC-0291D5C5E141E5AA,TRN-EDD70B0F27246A86,C,pooled_joint_rl,initial_rl,1
REC-02A8BFFB6D6A327A,TRN-E0EE27C68DE1D9DC,A,pooled_joint_rl,initial_rl,1
REC-02AA19792F4E1245,TRN-1244EB60B8742CD0,U,pooled_joint_rl,rest_3954,1
REC-02B23700F9FB18CC,TRN-A23A01F56F73958B,U,pooled_joint_rl,rest_3954,1
REC-02B908D655F60628,TRN-5BED42CFB67C758C,U,pooled_joint_rl,rest_3954,1
REC-02C40E79FADFCCD6,TRN-DB3306517B22FC70,A,pooled_joint_rl,initial_rl,1
REC-02C83462C0BCCA26,TRN-D91FAD1F2722DEC9,A,pooled_joint_rl,initial_rl,1
REC-02D3D723539A9881,TRN-B96D1DC6219E2C58,U,pooled_joint_rl,rest_3954,1
REC-02D624616BB46FC4,TRN-C2C899226B08F4D3,U,pooled_joint_rl,rest_3954,1
REC-02D9C3B234464027,TRN-F482D4E660146C9D,U,pooled_joint_rl,rest_3954,1
REC-02E661D44955082B,TRN-A36A992A95357CA7,U,pooled_joint_rl,rest_3954,1
REC-02ED342A5A1158F8,TRN-C4EBCA945EBCDD48,U,pooled_joint_rl,rest_3954,1
REC-02EEFA6054814898,TRN-1B17154315442681,C,pooled_joint_rl,initial_rl,1
REC-02EF30B83A45E909,TRN-C59E352BEC270946,U,pooled_joint_rl,rest_3954,1
REC-02EF61E07CDF951E,TRN-D367F85A2A20B612,U,pooled_joint_rl,rest_3954,1
REC-02FCD4774C1FA60E,TRN-5F222108614E55B5,U,pooled_joint_rl,rest_3954,1
REC-0318CF1A3985A6EA,TRN-F07F92F2ADACECE2,C,pooled_joint_rl,initial_rl,1
REC-032CB53014B9C56F,TRN-120A569396CB046F,U,pooled_joint_rl,rest_3954,1
REC-032DFF0B23B10D7A,TRN-1D7ABD5AFC8BC8A3,A,pooled_joint_rl,initial_rl,1
REC-0346C8AF79811D09,TRN-2AF5747BDB487921,C,pooled_joint_rl,initial_rl,1
REC-03492243606FB4D8,TRN-2224497D4F337D07,U,pooled_joint_rl,rest_3954,1
REC-035470FD5387431E,TRN-696530281FB442D8,C,pooled_joint_rl,initial_rl,1
REC-0357ABD93644000C,TRN-ABF09D4DBCA3BC73,U,pooled_joint_rl,rest_3954,1
REC-0359A1A582DEF501,TRN-C11324D8E1636E58,U,pooled_joint_rl,rest_3954,1
REC-036EAE3B2AC1619F,TRN-6042057F25783928,C,pooled_joint_rl,initial_rl,1
REC-037639B961F99AAC,TRN-4BD29D8126BFC899,U,pooled_joint_rl,rest_3954,1
REC-037E2896E633C572,TRN-FD3730CE8163B290,C,pooled_joint_rl,initial_rl,1
REC-0381B97EED35C311,TRN-671A1469C5D1B2D5,B,pooled_joint_rl,initial_rl,1
REC-038E59BF491F66E2,TRN-870D461EBEAB5EC3,U,pooled_joint_rl,rest_3954,1
REC-03918070F53E5848,TRN-BEBCE01331D0BABD,C,pooled_joint_rl,initial_rl,1
REC-03A1B002B0DC6E2C,TRN-D04515FF3F1F38C1,C,pooled_joint_rl,initial_rl,1
REC-03A5F2474F68CC8D,TRN-9BF13019FB096C3F,U,pooled_joint_rl,rest_3954,1
REC-03B9EF4D879633F0,TRN-69C01DD20C625372,U,pooled_joint_rl,rest_3954,1
REC-03CAE60F20BF2A40,TRN-166D0569043930BB,U,pooled_joint_rl,rest_3954,1
REC-03D7323357470EF0,TRN-F22A300CF96B60BE,U,pooled_joint_rl,rest_3954,1
REC-03E4A2A9EE86C901,TRN-F392D7074CADD8BA,C,pooled_joint_rl,initial_rl,1
REC-03E4D2C5F007B55D,TRN-A04FA3DD230BA726,A,pooled_joint_rl,initial_rl,1
REC-03E8B275727D7398,TRN-0769BDDADD153012,U,pooled_joint_rl,rest_3954,1
REC-040D6E8D695244BD,TRN-D599994BA7BF704B,B,pooled_joint_rl,initial_rl,1
REC-040ECF4AEF32EA09,TRN-C2A4D582EF70510C,U,pooled_joint_rl,rest_3954,1
REC-040FC89E802EA668,TRN-4A79BD69BC231FE1,U,pooled_joint_rl,rest_3954,1
REC-041175D570BB26E5,TRN-8CEAF8FA81D44417,A,pooled_joint_rl,initial_rl,1
REC-041D05C3D9D39937,TRN-42559E9056D76EBF,U,pooled_joint_rl,rest_3954,1
REC-0425BF917881D04C,TRN-35016BE9AF376B88,U,pooled_joint_rl,rest_3954,1
REC-042F3D4EFFD2A128,TRN-AD1A04F43315339D,U,pooled_joint_rl,rest_3954,1
REC-0431059C270E2EB3,TRN-A98C8574DF76E7F4,B,pooled_joint_rl,initial_rl,1
REC-044136F4976F25E4,TRN-029E94667FBE2EB2,C,pooled_joint_rl,initial_rl,1
REC-044185F7C5436C14,TRN-2A828B33494B51FF,C,pooled_joint_rl,initial_rl,1
REC-04484D5872F696F7,TRN-08B5D8CAB6860AAD,C,pooled_joint_rl,initial_rl,1
REC-0457A6A854BF5638,TRN-26EA549952F06209,U,pooled_joint_rl,rest_3954,1
REC-045E370A00E6C816,TRN-D210ADC5970EE350,C,pooled_joint_rl,initial_rl,1
REC-04814547F55EA33B,TRN-6BE09F893C32B8B1,U,pooled_joint_rl,rest_3954,1
REC-0481CD8DDD0CBBCC,TRN-C07873059BF80F4B,U,pooled_joint_rl,rest_3954,1
REC-04882E6F7F2C446E,TRN-EE2E0B9F711C0F9C,C,pooled_joint_rl,initial_rl,1
REC-0489DC12790CDBED,TRN-0F89297EFFAAB4AA,U,pooled_joint_rl,rest_3954,1
REC-04AAED489B95F7B9,TRN-05DCE6099C8158CD,C,pooled_joint_rl,initial_rl,1
REC-04AC1A39AA3F20B9,TRN-9A700F84F047A387,U,pooled_joint_rl,rest_3954,1
REC-04AF10E092AB4C05,TRN-BFC6A6D349A7B723,U,pooled_joint_rl,rest_3954,1
REC-04B1856C00CB1BE8,TRN-7B75432D370F5459,C,pooled_joint_rl,initial_rl,1
REC-04BB175E33EB3A3E,TRN-B9A92DA46CF8ABDF,C,pooled_joint_rl,initial_rl,1
REC-04BDB023001398B5,TRN-CD753B18A906E545,C,pooled_joint_rl,initial_rl,1
REC-04C132C3E6BE4C23,TRN-86AF9CAE4966B20D,B,pooled_joint_rl,initial_rl,1
REC-04CC10FA230382CF,TRN-7602874A4F920FE3,U,pooled_joint_rl,rest_3954,1
REC-04D4FC5A2C91A168,TRN-C4498292A682EBC6,U,pooled_joint_rl,rest_3954,1
REC-04DA034ECF8F0703,TRN-72A28357E083B684,U,pooled_joint_rl,rest_3954,1
REC-04E830313250CF3D,TRN-274B0D1A974C5E5C,U,pooled_joint_rl,rest_3954,1
REC-04EBA0024A5DD8DA,TRN-A61EA480C37B3BF8,U,pooled_joint_rl,rest_3954,1
REC-04ED8CF65C6171E4,TRN-D5E63698A99D7584,U,pooled_joint_rl,rest_3954,1
REC-04F9F7EEEA02BD70,TRN-8851821CED33D90B,U,pooled_joint_rl,rest_3954,1
REC-0501FF7E0F09F6E3,TRN-6333B7693BC02CEB,U,pooled_joint_rl,rest_3954,1
REC-05062A6869BAAC44,TRN-210A2B22D4B93D97,U,pooled_joint_rl,rest_3954,1
REC-050729E22A1F6BDB,TRN-2D27CA6770CD2819,U,pooled_joint_rl,rest_3954,1
REC-050870C2099F1DA6,TRN-50C4EE3DFACFDBCD,C,pooled_joint_rl,initial_rl,1
REC-051942182027356D,TRN-9256D4DF4F8AAD3D,U,pooled_joint_rl,rest_3954,1
REC-0529B47D8C679253,TRN-F6C08C6A4A48876A,A,pooled_joint_rl,initial_rl,1
REC-052BF808F6689813,TRN-F30FB0911933214D,U,pooled_joint_rl,rest_3954,1
REC-0534625A85E138A1,TRN-237B890B152361B3,U,pooled_joint_rl,rest_3954,1
REC-053D2F550CAD841E,TRN-7BC0BB3990F5B60F,C,pooled_joint_rl,initial_rl,1
REC-0549BFF4305FF17C,TRN-C2978C01494D94E9,C,pooled_joint_rl,initial_rl,1
REC-056059F13F08E9A0,TRN-EE38D73BE6B3C35C,A,pooled_joint_rl,initial_rl,1
REC-0560AB49E3651995,TRN-E98A69B77651AE72,B,pooled_joint_rl,initial_rl,1
REC-05642A09F2A7E808,TRN-9576D2E6BEB64E07,U,pooled_joint_rl,rest_3954,1
REC-0564BECCBAA1B7C5,TRN-C8EC506DA0D6151C,C,pooled_joint_rl,initial_rl,1
REC-05670057CB19C0A6,TRN-D722BCEE8CF5C039,B,pooled_joint_rl,initial_rl,1
REC-0567966209558324,TRN-AD33A2EBB171F991,U,pooled_joint_rl,rest_3954,1
REC-056B7CBC3CAF00F7,TRN-BF6AEF7384BB8B96,U,pooled_joint_rl,rest_3954,1
REC-056DEBED572BDB2D,TRN-2A7EBF4263E20B91,U,pooled_joint_rl,rest_3954,1
REC-0576A830CDAFE37B,TRN-ED543ED2FBCD8D01,U,pooled_joint_rl,rest_3954,1
REC-058A1104D257EBF0,TRN-4DF15416290A8AE1,U,pooled_joint_rl,rest_3954,1
REC-058A87C945612E35,TRN-C185CCDAAF242726,U,pooled_joint_rl,rest_3954,1
REC-058B00D29B723DBF,TRN-0C0F60524717A568,U,pooled_joint_rl,rest_3954,1
REC-05930E0F451DD85D,TRN-2D93706ABFB1ECFC,C,pooled_joint_rl,initial_rl,1
REC-059805844A9B7DE1,TRN-3498BE627E93CCC1,U,pooled_joint_rl,rest_3954,1
REC-059A092E01776EBB,TRN-6C49484791A9DB89,U,pooled_joint_rl,rest_3954,1
REC-05AA7CC9BE780D45,TRN-F353EE8AEFC8699F,C,pooled_joint_rl,initial_rl,1
REC-05AFFD2621899795,TRN-EF7FA47732E4AFBD,B,pooled_joint_rl,initial_rl,1
REC-05BE943F7B081323,TRN-92CFFF442435FD04,A,pooled_joint_rl,initial_rl,1
REC-05C7222F127C9AA7,TRN-9BEA3466FCEDF67C,U,pooled_joint_rl,rest_3954,1
REC-05C8AA8257AEB1E4,TRN-76F920DB15091A38,U,pooled_joint_rl,rest_3954,1
REC-05D3D5F97A6A8060,TRN-9B60602BFBAF7393,U,pooled_joint_rl,rest_3954,1
REC-05E94D47F80C8FB6,TRN-7337BA74EE16AB4E,C,pooled_joint_rl,initial_rl,1
REC-06005CB06CCBD65F,TRN-B7C6272A20855914,C,pooled_joint_rl,initial_rl,1
REC-061850E4F5BE83D3,TRN-9B8CDC58A939F289,U,pooled_joint_rl,rest_3954,1
REC-0619C4F7A3B12819,TRN-E500DE60548EC75C,U,pooled_joint_rl,rest_3954,1
REC-062A55ED2CB4ABF8,TRN-F0DE8FF20FD9D1E8,U,pooled_joint_rl,rest_3954,1
REC-0631F965B57C9039,TRN-D4396F48CB4BABC9,C,pooled_joint_rl,initial_rl,1
REC-063E71599BD0A894,TRN-368412DFE9BD0B4A,C,pooled_joint_rl,initial_rl,1
REC-06449D77496FB1FF,TRN-2A03E1CD11615F2D,B,pooled_joint_rl,initial_rl,1
REC-064806D50EE319BE,TRN-13E4D4F1AA8B96BE,U,pooled_joint_rl,rest_3954,1
REC-064813F862C233E8,TRN-F08775E98E3EDEAF,U,pooled_joint_rl,rest_3954,1
REC-06487773DE48CD30,TRN-958BE4829C6A4AE4,U,pooled_joint_rl,rest_3954,1
REC-065A3D2A793E4057,TRN-69CA8B9B56CECC56,U,pooled_joint_rl,rest_3954,1
REC-0667494BDDADBEEF,TRN-E74A0609F493B491,C,pooled_joint_rl,initial_rl,1
REC-066AA5668FC5CD22,TRN-B0B68CE72C8EE5DC,U,pooled_joint_rl,rest_3954,1
REC-066BA17B0524404D,TRN-ECC41C5D4920F357,U,pooled_joint_rl,rest_3954,1
REC-06719EC019DDCF39,TRN-237828EA76B5D214,U,pooled_joint_rl,rest_3954,1
REC-06739F7DE0FC4A8A,TRN-A783F1416D1634F4,U,pooled_joint_rl,rest_3954,1
REC-068789A956055F9D,TRN-670008B5ADA5C3CF,C,pooled_joint_rl,initial_rl,1
REC-068FB752BCF44EE8,TRN-690548224D172404,U,pooled_joint_rl,rest_3954,1
REC-06943C26521199C7,TRN-F3F2C88E9FA6FCA0,C,pooled_joint_rl,initial_rl,1
REC-069886F546779432,TRN-9917F2620F504CDF,A,pooled_joint_rl,initial_rl,1
REC-06989AE7A9FE4287,TRN-E11FE289A057BCD1,U,pooled_joint_rl,rest_3954,1
REC-0698DA7B997B429F,TRN-125C6C2B05ACF4A0,U,pooled_joint_rl,rest_3954,1
REC-069A60C54EA7A17F,TRN-604239D692D2E8B2,C,pooled_joint_rl,initial_rl,1
REC-06A15566124A7206,TRN-8BACDFFD7B1D2D33,C,pooled_joint_rl,initial_rl,1
REC-06AB67AAD8A36722,TRN-43D01FCBA06F8976,U,pooled_joint_rl,rest_3954,1
REC-06ADA77EE5FB5275,TRN-F7D8AFC7387227DE,B,pooled_joint_rl,initial_rl,1
REC-06B1267C66C17795,TRN-1E2105364367BBFA,U,pooled_joint_rl,rest_3954,1
REC-06BAE7901C0E20AC,TRN-6A03494720190F7A,U,pooled_joint_rl,rest_3954,1
REC-06D9C8F997364349,TRN-6D74A75F29E3F1DF,U,pooled_joint_rl,rest_3954,1
REC-06F1E4DFABEF0D4C,TRN-3831829205A7E1AB,C,pooled_joint_rl,initial_rl,1
REC-0706A726A7D82479,TRN-A80522A791FB6A36,C,pooled_joint_rl,initial_rl,1
REC-07082358E4374D28,TRN-C173548910A21854,C,pooled_joint_rl,initial_rl,1
REC-071186E29736CE8C,TRN-946C89055B5B7B17,U,pooled_joint_rl,rest_3954,1
REC-07275C563EB0CAA9,TRN-2C4D34171C3330A1,U,pooled_joint_rl,rest_3954,1
REC-072B6D9D75C8E8C5,TRN-4B2B985E10FBE964,U,pooled_joint_rl,rest_3954,1
REC-073589DCA3EF06C6,TRN-93F379D232AA0A41,C,pooled_joint_rl,initial_rl,1
REC-073CD32046C323CD,TRN-E4FBF3DCEABA412B,C,pooled_joint_rl,initial_rl,1
REC-0741EB14FCC4AE2D,TRN-3113F9BF49ADCC73,U,pooled_joint_rl,rest_3954,1
REC-0749A7A8FB3D47FA,TRN-09A965C9196C8C30,C,pooled_joint_rl,initial_rl,1
REC-0752AE253ADEDA54,TRN-4EA67432B6F653FB,C,pooled_joint_rl,initial_rl,1
REC-077C27DC20ABE710,TRN-13B082CF1A2565F9,U,pooled_joint_rl,rest_3954,1
REC-078430F683E72D6B,TRN-C6F6F5C15C3F189A,U,pooled_joint_rl,rest_3954,1
REC-078F3A8F3E7C216D,TRN-7FFAD27F3C141639,B,pooled_joint_rl,initial_rl,1
REC-078F919A3B68D5E6,TRN-AAD319A0AB8F8395,B,pooled_joint_rl,initial_rl,1
REC-07A0ECF103F05153,TRN-257D5D0B4B8E96BE,U,pooled_joint_rl,rest_3954,1
REC-07AA85FF014A9C0D,TRN-3614D52D5AC3E6F8,U,pooled_joint_rl,rest_3954,1
REC-07AA86CA8621F852,TRN-E5CC73B5D9F99524,C,pooled_joint_rl,initial_rl,1
REC-07AC73A0DD7A37C6,TRN-D9F419F248D8B109,C,pooled_joint_rl,initial_rl,1
REC-07B9D3ECF89C3347,TRN-64B73BEAA64F6FBB,C,pooled_joint_rl,initial_rl,1
REC-07C8A2D6B3FFCEAB,TRN-F1D0A57CD98D86E2,U,pooled_joint_rl,rest_3954,1
REC-07C8A32D1535BFE9,TRN-C2A528595C2CC90D,C,pooled_joint_rl,initial_rl,1
REC-07D63013660D3AA4,TRN-C549D7DD40C2CE75,C,pooled_joint_rl,initial_rl,1
REC-07E9E2B5D9760C02,TRN-E5E37E0745AC31B7,U,pooled_joint_rl,rest_3954,1
REC-07EB38586481EAE5,TRN-E0816B188C0A611D,U,pooled_joint_rl,rest_3954,1
REC-07ED5D92FC1FA69B,TRN-B1B9BFA57D31457B,U,pooled_joint_rl,rest_3954,1
REC-0800AA53820D44D2,TRN-512AD94072578DF8,U,pooled_joint_rl,rest_3954,1
REC-080207DAF51B73FB,TRN-9320DF9184D70C4D,U,pooled_joint_rl,rest_3954,1
REC-081620AD256DBB79,TRN-F5FCBA5647D885B5,U,pooled_joint_rl,rest_3954,1
REC-08272C0A1A24AFC4,TRN-01BAA03D4E61E7B7,U,pooled_joint_rl,rest_3954,1
REC-082B7BE9027B9B36,TRN-C23A91119B19DA98,C,pooled_joint_rl,initial_rl,1
REC-083DEE340DF66AAB,TRN-0E98898FA3053800,C,pooled_joint_rl,initial_rl,1
REC-0842A8516053442F,TRN-81FCEE0EA37AF12F,U,pooled_joint_rl,rest_3954,1
REC-0871B71CCF526682,TRN-70C80075C19D48E5,U,pooled_joint_rl,rest_3954,1
REC-0871F12765FFA490,TRN-7072933C745A224B,B,pooled_joint_rl,initial_rl,1
REC-0873937598B5E863,TRN-512FEF63E5C439E4,A,pooled_joint_rl,initial_rl,1
REC-0875E0B43F795175,TRN-B489474A77FEF3F5,U,pooled_joint_rl,rest_3954,1
REC-0895593E63248506,TRN-6DE28A0939341365,U,pooled_joint_rl,rest_3954,1
REC-089F349B4333B526,TRN-C93F7AC491227649,U,pooled_joint_rl,rest_3954,1
REC-089F549CC7CC3536,TRN-9066D947CA7DDADD,U,pooled_joint_rl,rest_3954,1
REC-08B360D1C46B20EB,TRN-E85CDC7F43AB9F27,C,pooled_joint_rl,initial_rl,1
REC-08B76F929D13D63B,TRN-E8AA9A5CBF2D6CD4,C,pooled_joint_rl,initial_rl,1
REC-08B9963088137868,TRN-27602C9A121C0363,C,pooled_joint_rl,initial_rl,1
REC-08DB98F97FEA8FB9,TRN-0E423955ECBFC8EC,U,pooled_joint_rl,rest_3954,1
REC-08DBAD2B1F6C3F50,TRN-6363F0B34BEDB787,A,pooled_joint_rl,initial_rl,1
REC-08EC0F238BB645CC,TRN-A8AF190B8987CC4D,A,pooled_joint_rl,initial_rl,1
REC-08F793A5FEBD2FF7,TRN-DBB34031823E2AE7,B,pooled_joint_rl,initial_rl,1
REC-08F9AB0CC8D843C4,TRN-22C006EDB9EFA248,A,pooled_joint_rl,initial_rl,1
REC-0904C51F5909CF5F,TRN-804DFDA455D8FB1D,U,pooled_joint_rl,rest_3954,1
REC-090A590868CD7540,TRN-719987B760A259E1,C,pooled_joint_rl,initial_rl,1
REC-0920F246271C613C,TRN-29E13E2D70388A59,U,pooled_joint_rl,rest_3954,1
REC-09271BDACBE9A08D,TRN-C2377AD7C7ACFF50,C,pooled_joint_rl,initial_rl,1
REC-0946EFC60F9E4B89,TRN-1665753D4AF63FFF,U,pooled_joint_rl,rest_3954,1
REC-094A6ED704D3816B,TRN-25FBBAA4DA03F9BF,U,pooled_joint_rl,rest_3954,1
REC-094F1ECB8A6CDFEE,TRN-BAF36504DA7E5133,C,pooled_joint_rl,initial_rl,1
REC-095BB5B5ABAA1A77,TRN-96C5572AB769414B,U,pooled_joint_rl,rest_3954,1
REC-095E8FA852C4BE5E,TRN-09B501833185B382,C,pooled_joint_rl,initial_rl,1
REC-096572D03529CD3D,TRN-BF5B67313EAB63E0,U,pooled_joint_rl,rest_3954,1
REC-0975176C070CB750,TRN-699A5867F68D562E,U,pooled_joint_rl,rest_3954,1
REC-09752896497D2D64,TRN-ADDC2AEC706A6639,B,pooled_joint_rl,initial_rl,1
REC-0979683C80333169,TRN-E498EF347585C2D2,U,pooled_joint_rl,rest_3954,1
REC-097AA0024796B4EF,TRN-AC845C2E6A32C272,U,pooled_joint_rl,rest_3954,1
REC-09858FAD5F84198C,TRN-3E3635B4DFB82891,U,pooled_joint_rl,rest_3954,1
REC-0989A647B8E246E9,TRN-30101C9C5DA57E79,U,pooled_joint_rl,rest_3954,1
REC-099400D4F7AD7685,TRN-EE7E8B8976D5C4BA,U,pooled_joint_rl,rest_3954,1
REC-099D2F492B3718BB,TRN-D05394A683574F87,U,pooled_joint_rl,rest_3954,1
REC-09AD8EAB00E608B6,TRN-A3D2ED221F26816B,C,pooled_joint_rl,initial_rl,1
REC-09B1F7173DEA3B89,TRN-39E9055F8B3A0060,C,pooled_joint_rl,initial_rl,1
REC-09BF05409A3947AE,TRN-990734976C9943DD,U,pooled_joint_rl,rest_3954,1
REC-09C784C26828CD6A,TRN-F2B01CF34990CE16,U,pooled_joint_rl,rest_3954,1
REC-09CA9C97EC655221,TRN-CD4B42630B3CACA1,U,pooled_joint_rl,rest_3954,1
REC-09D8E6F1F62FC407,TRN-E26C0525AA1A10A0,U,pooled_joint_rl,rest_3954,1
REC-09FF6D67CE8ED87B,TRN-9DAF0B516EF93B24,U,pooled_joint_rl,rest_3954,1
REC-0A01456B80D6D188,TRN-38B8ABAD4DAD3E0C,U,pooled_joint_rl,rest_3954,1
REC-0A0BA4CB3A38DB35,TRN-5D561C28D1E28E60,C,pooled_joint_rl,initial_rl,1
REC-0A0EB1F0D0807E3C,TRN-6FEC795F88572CA3,U,pooled_joint_rl,rest_3954,1
REC-0A16F657610D15C4,TRN-E89DC37956D27443,U,pooled_joint_rl,rest_3954,1
REC-0A179AE9B7D5BC44,TRN-D9F2B4A1E381D03D,U,pooled_joint_rl,rest_3954,1
REC-0A1D0B8D4179332A,TRN-28E1E55ECB3428C4,U,pooled_joint_rl,rest_3954,1
